일자,공매도 수량(전체),공매도 수량(잔고수량)
2018-11-20,48983,700120
2018-11-19,35288,725461
2018-11-16,102157,767006
2018-11-15,42468,722168
2018-11-14,99481,732765
2018-11-13,60047,686091
2018-11-12,26843,640042
2018-11-09,75113,610794
2018-11-08,59666,555488
2018-11-07,52112,683352
2018-11-06,101897,670229
2018-11-05,34048,659378
2018-11-02,26714,651238
2018-11-01,33829,726037
2018-10-31,47881,757182
2018-10-30,64350,736166
2018-10-29,119345,798656
2018-10-26,198729,719816
2018-10-25,137634,576066
2018-10-24,122683,620597
2018-10-23,219172,614104
2018-10-22,82882,488328
2018-10-19,70597,478834
2018-10-18,62666,474964
2018-10-17,84010,439760
2018-10-16,42632,374817
2018-10-15,81997,360314
2018-10-12,56063,277977
2018-10-11,69481,290240
2018-10-10,42269,317220
2018-10-08,36167,301415
2018-10-05,78349,324733
2018-10-04,56258,331777
2018-10-02,49324,345389
2018-10-01,8012,364612
2018-09-28,204955,423206
2018-09-27,73373,434465
2018-09-21,30672,395436
2018-09-20,35057,358365
2018-09-19,26642,339529
2018-09-18,81755,309116
2018-09-17,20479,291057
2018-09-14,32634,288478
2018-09-13,62666,290751
2018-09-12,35982,360312
2018-09-11,30610,458590
2018-09-10,37185,476673
2018-09-07,160972,537545
2018-09-06,23155,476871
2018-09-05,43799,498473
2018-09-04,72040,509098
2018-09-03,51257,526742
2018-08-31,34673,566803
2018-08-30,34522,582598
2018-08-29,33706,591461
2018-08-28,38066,572448
2018-08-27,69972,582061
2018-08-24,13136,630536
2018-08-23,12640,642387
2018-08-22,6264,672884
2018-08-21,20007,694333
2018-08-20,31316,746898
2018-08-17,72647,722916
2018-08-16,32649,659593
2018-08-14,16076,628214
2018-08-13,17387,618318
2018-08-10,27305,629298
2018-08-09,13464,671704
2018-08-08,7723,648318
2018-08-07,53137,653866
2018-08-06,49075,618849
2018-08-03,20892,579425
2018-08-02,40603,558540
2018-08-01,24332,547718
2018-07-31,59524,580795
2018-07-30,35404,540550
2018-07-27,41430,559707
2018-07-26,19809,618397
2018-07-25,66054,595537
2018-07-24,121520,567351
2018-07-23,37455,434803
2018-07-20,63044,407462
2018-07-19,6598,337357
2018-07-18,28290,381438
2018-07-17,29356,361756
2018-07-16,8765,382074
2018-07-13,49892,404529
2018-07-12,9325,354019
2018-07-11,4578,355322
2018-07-10,19387,381049
2018-07-09,16794,371993
2018-07-06,35096,392158
2018-07-05,39208,375228
2018-07-04,28142,352527
2018-07-03,44862,320620
2018-07-02,22409,314317
2018-06-29,28946,298375
2018-06-28,23685,294584
2018-06-27,27905,283709
2018-06-26,29147,258827
2018-06-25,28324,236130
2018-06-22,9989,229545
2018-06-21,24597,234521
2018-06-20,11401,222795
2018-06-19,23234,237241
2018-06-18,25661,284424
2018-06-15,10041,341817
2018-06-14,14190,372222
2018-06-12,10902,415024
2018-06-11,19006,404731
2018-06-08,33548,394117
2018-06-07,27921,366784
2018-06-05,14446,403084
2018-06-04,56789,389159
2018-06-01,61758,337519
2018-05-31,47278,319358
2018-05-30,52780,293899
2018-05-29,54160,270639
2018-05-28,3861,243951
2018-05-25,5428,252667
2018-05-24,6764,265384
2018-05-23,24354,262305
2018-05-21,11540,254255
2018-05-18,21951,251599
2018-05-17,10446,231548
2018-05-16,8438,235449
2018-05-15,11061,241638
2018-05-14,13562,253274
2018-05-11,15548,272578
2018-05-10,35910,249997
2018-05-09,48683,253663
2018-05-08,44395,326847
2018-05-04,1960,300090
2018-05-03,15268,328638
2018-05-02,20302,357064
2018-04-30,20883,382970
2018-04-27,17587,409050
2018-04-26,12150,432190
2018-04-25,43730,455184
2018-04-24,22316,504927
2018-04-23,18159,516109
2018-04-20,56699,508645
2018-04-19,23437,480014
2018-04-18,96971,526657
2018-04-17,16014,506792
2018-04-16,54749,529436
2018-04-13,27935,508655
2018-04-12,29473,508842
2018-04-11,33904,625622
2018-04-10,74107,698827
2018-04-09,75344,698980
2018-04-06,148682,713571
2018-04-05,1,678626
2018-04-04,398768,783525
2018-04-03,35332,487175
2018-04-02,7362,457618
2018-03-30,3094,466932
2018-03-29,67108,481085
2018-03-28,38204,448905
2018-03-27,32808,424401
2018-03-26,17841,400749
2018-03-23,34572,423143
2018-03-22,22307,385110
2018-03-21,13881,387438
2018-03-20,7707,441451
2018-03-19,20747,436882
