date,open,high,low,close,volume
2019-09-30,1315000,1320000,1301000,1307000,20282
2019-10-01,1306000,1312000,1296000,1307000,13260
2019-10-02,1301000,1307000,1290000,1290000,15828
2019-10-04,1273000,1294000,1270000,1270000,23777
2019-10-07,1270000,1288000,1263000,1265000,16552
2019-10-08,1280000,1320000,1270000,1320000,43337
2019-10-10,1300000,1309000,1279000,1288000,38752
2019-10-11,1293000,1306000,1272000,1272000,25267
2019-10-14,1280000,1280000,1260000,1262000,21964
2019-10-15,1276000,1290000,1270000,1289000,26427
2019-10-16,1285000,1292000,1274000,1286000,20932
2019-10-17,1290000,1298000,1272000,1275000,20010
2019-10-18,1278000,1284000,1267000,1271000,17577
2019-10-21,1279000,1279000,1252000,1255000,22912
2019-10-22,1266000,1279000,1260000,1275000,27219
2019-10-23,1280000,1280000,1270000,1277000,21836
2019-10-24,1277000,1314000,1270000,1302000,48519
2019-10-25,1306000,1309000,1249000,1254000,61269
2019-10-28,1254000,1256000,1239000,1246000,39543
2019-10-29,1246000,1253000,1215000,1224000,46230
2019-10-30,1221000,1261000,1216000,1247000,42050
2019-10-31,1249000,1274000,1248000,1261000,39732
2019-11-01,1249000,1268000,1248000,1258000,26265
2019-11-04,1255000,1266000,1247000,1260000,31639
2019-11-05,1260000,1262000,1244000,1258000,37913
2019-11-06,1256000,1265000,1245000,1250000,33100
2019-11-07,1251000,1254000,1242000,1249000,19611
2019-11-08,1252000,1262000,1244000,1253000,28241
2019-11-11,1254000,1254000,1216000,1216000,51084
2019-11-12,1228000,1230000,1216000,1227000,21019
2019-11-13,1218000,1221000,1209000,1210000,24081
2019-11-14,1222000,1236000,1219000,1231000,45395
2019-11-15,1225000,1235000,1224000,1233000,23087
2019-11-18,1229000,1233000,1218000,1226000,25243
2019-11-19,1210000,1223000,1202000,1215000,31359
2019-11-20,1205000,1217000,1202000,1213000,30605
2019-11-21,1213000,1240000,1213000,1233000,42375
2019-11-22,1250000,1262000,1237000,1261000,39159
2019-11-25,1260000,1274000,1252000,1271000,32800
2019-11-26,1271000,1279000,1259000,1275000,62248
2019-11-27,1288000,1289000,1272000,1276000,18555
2019-11-28,1276000,1292000,1264000,1290000,22331
2019-11-29,1294000,1304000,1260000,1265000,30107
2019-12-02,1273000,1289000,1249000,1258000,25534
2019-12-03,1258000,1266000,1247000,1266000,17348
2019-12-04,1242000,1265000,1242000,1260000,17301
2019-12-05,1252000,1267000,1243000,1249000,19348
2019-12-06,1262000,1267000,1255000,1267000,16278
2019-12-09,1262000,1277000,1250000,1267000,23518
2019-12-10,1268000,1273000,1261000,1265000,17458
2019-12-11,1266000,1266000,1248000,1255000,27959
2019-12-12,1253000,1277000,1251000,1277000,45147
2019-12-13,1273000,1273000,1224000,1246000,69877
2019-12-16,1250000,1275000,1246000,1272000,46014
2019-12-17,1278000,1282000,1270000,1279000,28672
2019-12-18,1280000,1288000,1265000,1269000,23207
2019-12-19,1255000,1269000,1255000,1266000,21073
2019-12-20,1271000,1277000,1260000,1273000,28045
2019-12-23,1272000,1273000,1257000,1262000,19108
2019-12-24,1264000,1267000,1256000,1259000,13327
2019-12-26,1264000,1264000,1248000,1257000,13947
2019-12-27,1250000,1263000,1243000,1258000,21526
2019-12-30,1257000,1265000,1255000,1261000,14787
2020-01-02,1254000,1272000,1249000,1266000,24426
2020-01-03,1273000,1282000,1259000,1263000,29170
2020-01-06,1252000,1269000,1249000,1249000,19929
2020-01-07,1262000,1347000,1251000,1343000,62787
2020-01-08,1314000,1350000,1313000,1345000,43472
2020-01-09,1332000,1351000,1324000,1324000,41494
2020-01-10,1316000,1355000,1316000,1343000,22346
2020-01-13,1344000,1425000,1343000,1404000,49449
2020-01-14,1446000,1446000,1402000,1411000,47813
2020-01-15,1401000,1425000,1395000,1422000,42809
2020-01-16,1420000,1422000,1402000,1405000,33389
2020-01-17,1406000,1423000,1402000,1406000,35291
2020-01-20,1407000,1423000,1377000,1387000,45475
2020-01-21,1386000,1397000,1340000,1343000,50018
2020-01-22,1355000,1368000,1352000,1368000,39024
2020-01-23,1351000,1364000,1334000,1349000,50508
2020-01-28,1302000,1309000,1252000,1253000,98803
2020-01-29,1287000,1317000,1262000,1296000,132198
2020-01-30,1294000,1296000,1258000,1262000,72600
2020-01-31,1275000,1278000,1256000,1258000,50358
2020-02-03,1249000,1256000,1230000,1250000,47434
2020-02-04,1257000,1274000,1245000,1269000,44714
2020-02-05,1271000,1305000,1270000,1302000,58788
2020-02-06,1334000,1358000,1311000,1354000,69729
2020-02-07,1354000,1363000,1337000,1352000,58273
2020-02-10,1342000,1357000,1341000,1356000,31814
2020-02-11,1382000,1385000,1365000,1382000,36979
2020-02-12,1382000,1399000,1371000,1398000,41677
2020-02-13,1404000,1410000,1394000,1403000,42792
2020-02-14,1402000,1406000,1386000,1389000,42012
2020-02-17,1389000,1409000,1385000,1397000,27878
2020-02-18,1388000,1403000,1380000,1390000,34561
2020-02-19,1412000,1415000,1390000,1410000,26329
2020-02-20,1419000,1426000,1366000,1372000,58831
2020-02-21,1373000,1385000,1350000,1364000,48179
2020-02-24,1323000,1330000,1275000,1278000,67766
2020-02-25,1290000,1309000,1289000,1294000,61641
2020-02-26,1269000,1291000,1262000,1277000,54650
2020-02-27,1267000,1284000,1241000,1246000,62741
2020-02-28,1244000,1258000,1206000,1221000,69915
2020-03-02,1235000,1237000,1205000,1210000,71043
2020-03-03,1240000,1250000,1224000,1232000,76694
2020-03-04,1244000,1282000,1239000,1269000,54284
2020-03-05,1289000,1307000,1282000,1298000,52229
2020-03-06,1290000,1292000,1277000,1284000,41595
2020-03-09,1270000,1270000,1235000,1251000,50860
2020-03-10,1241000,1264000,1230000,1255000,48845
2020-03-11,1250000,1257000,1212000,1218000,45214
2020-03-12,1216000,1224000,1142000,1160000,89277
2020-03-13,1072000,1161000,1060000,1140000,119769
2020-03-16,1128000,1157000,1086000,1090000,66839
2020-03-17,1050000,1121000,1050000,1091000,97311
2020-03-18,1111000,1205000,1106000,1133000,119151
2020-03-19,1146000,1195000,1077000,1097000,94466
2020-03-20,1140000,1180000,1097000,1110000,79664
2020-03-23,1066000,1090000,1045000,1066000,75697
2020-03-24,1108000,1150000,1061000,1144000,69628
2020-03-25,1155000,1157000,1105000,1120000,92747
2020-03-26,1116000,1123000,1091000,1091000,82915
2020-03-27,1127000,1128000,1092000,1109000,65208
2020-03-30,1070000,1108000,1070000,1100000,51265
2020-03-31,1118000,1123000,1096000,1120000,53853
2020-04-01,1120000,1120000,1071000,1071000,66300
2020-04-02,1090000,1138000,1074000,1135000,56498
2020-04-03,1140000,1166000,1122000,1164000,48374
2020-04-06,1176000,1237000,1174000,1223000,60263
2020-04-07,1224000,1227000,1190000,1223000,60943
2020-04-08,1202000,1229000,1198000,1211000,36450
2020-04-09,1220000,1255000,1205000,1255000,37474
2020-04-10,1226000,1235000,1201000,1215000,38315
2020-04-13,1210000,1214000,1195000,1197000,26824
2020-04-14,1204000,1217000,1198000,1200000,37782
2020-04-16,1166000,1206000,1166000,1191000,52827
2020-04-17,1209000,1257000,1207000,1249000,62084
2020-04-20,1225000,1273000,1224000,1262000,61136
2020-04-21,1262000,1310000,1228000,1299000,97720
2020-04-22,1297000,1339000,1284000,1337000,72655
2020-04-23,1368000,1444000,1330000,1444000,148170
2020-04-24,1424000,1444000,1406000,1434000,75610
2020-04-27,1428000,1428000,1394000,1395000,44795
2020-04-28,1370000,1388000,1362000,1371000,56479
2020-04-29,1380000,1398000,1375000,1386000,38211
2020-05-04,1345000,1393000,1341000,1362000,46930
2020-05-06,1365000,1381000,1357000,1381000,38996
2020-05-07,1376000,1408000,1367000,1402000,41840
2020-05-08,1405000,1425000,1404000,1420000,45632
2020-05-11,1414000,1439000,1412000,1436000,31434
2020-05-12,1444000,1444000,1419000,1419000,35531
2020-05-13,1419000,1442000,1413000,1437000,30396
2020-05-14,1456000,1457000,1408000,1455000,40839
2020-05-15,1456000,1475000,1441000,1475000,29592
2020-05-18,1489000,1490000,1430000,1437000,31969
2020-05-19,1443000,1448000,1417000,1417000,31604
2020-05-20,1438000,1438000,1409000,1416000,30145
2020-05-21,1404000,1420000,1388000,1412000,55863
2020-05-22,1429000,1430000,1396000,1397000,24947
2020-05-25,1413000,1414000,1385000,1400000,28841
2020-05-26,1408000,1414000,1392000,1400000,23917
2020-05-27,1387000,1402000,1386000,1390000,28837
2020-05-28,1386000,1394000,1380000,1385000,33510
2020-05-29,1394000,1394000,1370000,1370000,54088
2020-06-01,1359000,1367000,1347000,1363000,42182
2020-06-02,1364000,1375000,1363000,1370000,31065
2020-06-03,1370000,1390000,1368000,1387000,48995
2020-06-04,1383000,1415000,1376000,1403000,63330
2020-06-05,1404000,1411000,1397000,1401000,33992
2020-06-08,1415000,1415000,1379000,1379000,37072
2020-06-09,1380000,1389000,1366000,1374000,32971
2020-06-10,1374000,1377000,1366000,1371000,28627
2020-06-11,1360000,1374000,1338000,1360000,56280
2020-06-12,1350000,1350000,1324000,1325000,37370
2020-06-15,1303000,1312000,1263000,1270000,47831
2020-06-16,1272000,1308000,1272000,1300000,34637
2020-06-17,1298000,1302000,1280000,1288000,41485
2020-06-18,1280000,1288000,1274000,1274000,38772
2020-06-19,1276000,1287000,1257000,1287000,49256
2020-06-22,1271000,1285000,1264000,1264000,46210
